Time,value
10:21,612
10:21,612
10:21,612
10:21,610
10:21,610
10:21,610
10:21,602
10:21,602
10:21,602
10:21,602
10:21,619
10:21,619
10:21,619
10:21,619
10:21,620
10:21,620
10:22,620
10:22,620
10:22,620
10:22,620
10:22,620
10:22,622
10:22,622
10:22,622
10:22,623
10:22,623
10:22,623
10:22,624
10:22,624
10:22,624
10:22,624
10:22,624
10:22,623
10:22,622
10:22,622
10:22,622
10:22,619
10:22,619
10:22,618
10:22,618
10:22,618
10:22,618
10:22,618
10:22,616
10:22,616
10:22,616
10:22,614
10:22,614
10:22,614
10:22,613
10:22,613
10:22,613
10:22,613
10:22,612
10:22,612
10:22,612
10:22,612
10:22,610
10:22,610
10:23,610
10:23,610
10:23,609
10:23,609
10:23,609
10:23,609
10:23,605
10:23,605
10:23,605
10:23,602
10:23,602
10:23,602
10:23,599
10:23,599
10:23,599
10:23,596
10:23,596
10:23,593
10:23,593
10:23,593
10:23,590
10:23,590
10:23,590
10:23,590
10:23,587
10:23,587
10:23,587
10:23,583
10:23,583
10:23,583
10:23,581
10:23,581
10:23,581
10:23,581
10:23,577
10:23,577
10:23,577
10:23,577
10:23,573
10:23,573
10:23,573
10:23,573
10:23,571
10:23,571
10:23,571
10:23,569
10:23,569
10:23,569
10:23,569
10:23,567
10:23,567
10:24,567
10:24,567
10:24,565
10:24,565
10:24,565
10:24,565
10:24,563
10:24,563
10:24,562
10:24,562
10:24,562
10:24,562
10:24,561
10:24,561
10:24,561
10:24,561
10:24,559
10:24,559
10:24,559
10:24,559
10:24,559
10:24,559
10:24,559
10:24,559
10:24,557
10:24,557
10:24,557
10:24,556
10:24,556
10:24,556
10:24,556
10:24,555
10:24,555
10:24,555
10:24,555
10:24,556
10:24,556
10:24,556
10:24,556
10:24,555
10:24,555
10:24,555
10:24,555
10:24,556
10:24,556
10:24,556
10:24,556
10:24,556
10:24,556
10:24,556
10:24,556
10:24,556
10:24,556
10:24,556
10:24,557
10:24,557
10:25,557
10:25,557
10:25,557
10:25,557
10:25,557
10:25,557
10:25,557
10:25,557
10:25,557
10:25,557
10:31,954
10:32,954
10:32,952
10:32,952
10:32,952
10:32,952
10:32,950
10:32,950
10:32,950
10:32,950
10:32,947
10:32,947
10:32,947
10:32,947
10:32,929
10:32,929
10:32,929
10:32,918
10:32,918
10:32,918
10:32,918
10:32,880
10:32,880
10:32,880
10:32,880
10:32,854
10:32,854
10:32,854
10:32,854
10:32,841
10:32,841
10:32,841
10:32,841
10:32,837
10:32,837
10:32,837
10:32,856
10:32,856
10:32,856
10:32,856
10:32,863
10:32,863
10:32,863
10:32,863
10:32,861
10:32,861
10:32,861
10:32,861
10:32,864
10:32,864
10:32,864
10:32,866
10:32,866
10:32,866
10:32,866
10:32,862
10:32,862
10:33,862
10:33,862
10:33,853
10:33,853
10:33,853
10:33,853
10:33,847
10:33,847
10:33,847
10:33,847
10:33,848
10:33,848
10:33,848
10:33,847
10:33,847
10:33,847
10:33,847
10:33,849
10:33,849
10:33,849
10:33,852
10:33,852
10:33,852
10:33,852
10:33,855
10:33,855
10:33,855
10:33,855
10:33,856
10:33,856
10:33,856
10:33,856
10:33,855
10:33,855
10:33,855
10:33,855
10:33,851
10:33,851
10:33,851
10:33,844
10:33,844
10:33,844
10:33,844
10:33,828
10:33,828
10:33,828
10:33,828
10:33,818
10:33,818
10:33,818
10:33,818
10:33,803
10:33,803
10:33,803
10:33,791
10:33,791
10:34,791
10:34,791
10:34,790
10:34,790
10:34,790
10:34,790
10:34,792
10:34,792
10:34,792
10:34,792
10:34,796
10:34,796
10:34,796
10:34,802
10:34,802
10:34,802
10:34,835
10:34,835
10:34,835
10:34,835
10:34,841
10:34,841
10:34,841
10:34,841
10:34,841
10:34,841
10:34,841
10:34,841
10:34,836
10:34,836
10:34,836
10:34,836
10:34,834
10:34,834
10:34,834
10:34,827
10:34,827
10:34,827
10:34,827
10:34,822
10:34,822
10:34,822
10:34,822
10:34,822
10:34,822
10:34,822
10:34,822
10:34,835
10:34,835
10:34,835
10:34,835
10:34,839
10:34,839
10:34,839
10:34,846
10:34,846
10:35,846
10:35,846
10:35,849
10:35,849
10:35,849
10:35,849
10:35,852
10:35,852
10:35,852
10:35,852
10:35,857
10:35,857
10:35,857
10:35,862
10:35,862
10:35,862
10:35,862
10:35,867
10:35,867
10:35,867
10:35,867
10:35,874
10:35,874
10:35,874
10:35,874
10:35,874
10:35,874
10:35,874
10:35,874
10:35,869
10:35,869
10:35,869
10:35,861
10:35,861
10:35,861
10:35,861
10:35,856
10:35,856
10:35,856
10:35,856
10:35,854
10:35,854
10:35,854
10:35,854
10:35,847
10:35,847
10:35,847
10:35,846
10:35,846
10:35,846
10:35,843
10:35,843
10:35,837
10:36,837
10:36,837
10:36,826
10:36,826
10:36,826
10:36,826
10:36,813
10:36,813
10:36,813
10:36,806
10:36,806
10:36,806
10:36,796
10:36,796
10:36,796
10:36,779
10:36,779
10:36,779
10:36,779
10:36,761
10:36,761
10:36,785
10:36,785
10:36,782
10:36,782
10:37,779
10:37,773
10:37,773
10:37,773
10:37,768
10:37,768
10:37,768
10:37,768
10:37,764
10:37,764
10:37,764
